application_id,application_date,agent_id,location_id,product_id,requested_amount_egp,decision,is_disbursed,disbursed_amount_egp
APP0027072,2026-06-24,AG0113,LOC048,P3,97400.0,Rejected,0,0.0
APP0027073,2026-06-24,AG0113,LOC048,P3,31000.0,Rejected,0,0.0
APP0027074,2026-06-26,AG0113,LOC048,P2,41600.0,Approved,1,30000.0
APP0027075,2026-06-28,AG0113,LOC048,P2,54000.0,Rejected,0,0.0
APP0027076,2026-06-30,AG0113,LOC048,P3,63600.0,Rejected,0,0.0
APP0027077,2026-02-18,AG0114,LOC048,P3,29100.0,Approved,1,23100.0
APP0027078,2026-02-27,AG0114,LOC048,P3,65700.0,Rejected,0,0.0
APP0027079,2026-03-05,AG0114,LOC048,P3,54300.0,Approved,1,51600.0
APP0027080,2026-03-08,AG0114,LOC048,P3,41800.0,Approved,1,30200.0
APP0027081,2026-03-14,AG0114,LOC048,P2,40700.0,Rejected,0,0.0
APP0027082,2026-03-15,AG0114,LOC048,P3,62900.0,Rejected,0,0.0
APP0027083,2026-03-19,AG0114,LOC048,P3,45600.0,Rejected,0,0.0
APP0027084,2026-03-20,AG0114,LOC048,P3,23300.0,Approved,0,0.0
APP0027085,2026-03-29,AG0114,LOC048,P3,36100.0,Rejected,0,0.0
APP0027086,2026-03-30,AG0114,LOC048,P3,40900.0,Rejected,0,0.0
APP0027087,2026-04-03,AG0114,LOC048,P2,31200.0,Rejected,0,0.0
APP0027088,2026-04-05,AG0114,LOC048,P3,28700.0,Rejected,0,0.0
APP0027089,2026-04-10,AG0114,LOC048,P3,44300.0,Approved,1,33900.0
APP0027090,2026-04-11,AG0114,LOC048,P2,17800.0,Approved,1,15000.0
APP0027091,2026-04-12,AG0114,LOC048,P1,11100.0,Rejected,0,0.0
APP0027092,2026-04-16,AG0114,LOC048,P3,50900.0,Rejected,0,0.0
APP0027093,2026-04-19,AG0114,LOC048,P3,72000.0,Approved,1,58300.0
APP0027094,2026-04-19,AG0114,LOC048,P3,34600.0,Rejected,0,0.0
APP0027095,2026-04-19,AG0114,LOC048,P3,32700.0,Rejected,0,0.0
APP0027096,2026-04-22,AG0114,LOC048,P3,37200.0,Rejected,0,0.0
APP0027097,2026-04-23,AG0114,LOC048,P3,50700.0,Rejected,0,0.0
APP0027098,2026-04-24,AG0114,LOC048,P4,29700.0,Rejected,0,0.0
APP0027099,2026-04-25,AG0114,LOC048,P3,48900.0,Rejected,0,0.0
APP0027100,2026-04-27,AG0114,LOC048,P2,37600.0,Approved,1,28600.0
APP0027101,2026-04-27,AG0114,LOC048,P2,54300.0,Rejected,0,0.0
APP0027102,2026-04-28,AG0114,LOC048,P2,26500.0,Rejected,0,0.0
APP0027103,2026-05-02,AG0114,LOC048,P3,57100.0,Approved,1,44700.0
APP0027104,2026-05-02,AG0114,LOC048,P2,33900.0,Approved,1,24700.0
APP0027105,2026-05-02,AG0114,LOC048,P2,30100.0,Approved,1,26400.0
APP0027106,2026-05-07,AG0114,LOC048,P3,44000.0,Rejected,0,0.0
APP0027107,2026-05-10,AG0114,LOC048,P3,40600.0,Rejected,0,0.0
APP0027108,2026-05-10,AG0114,LOC048,P3,32000.0,Rejected,0,0.0
APP0027109,2026-05-10,AG0114,LOC048,P3,44900.0,Approved,1,43700.0
APP0027110,2026-05-14,AG0114,LOC048,P2,29000.0,Rejected,0,0.0
APP0027111,2026-05-16,AG0114,LOC048,P4,30000.0,Approved,1,21500.0
APP0027112,2026-05-18,AG0114,LOC048,P3,50400.0,Rejected,0,0.0
APP0027113,2026-05-19,AG0114,LOC048,P3,57900.0,Approved,1,45200.0
APP0027114,2026-05-20,AG0114,LOC048,P3,30000.0,Approved,1,21600.0
APP0027115,2026-05-21,AG0114,LOC048,P3,33000.0,Approved,1,26200.0
APP0027116,2026-05-22,AG0114,LOC048,P3,36400.0,Approved,1,28700.0
APP0027117,2026-05-25,AG0114,LOC048,P3,37500.0,Rejected,0,0.0
APP0027118,2026-05-26,AG0114,LOC048,P4,35900.0,Approved,1,31400.0
APP0027119,2026-05-27,AG0114,LOC048,P3,117600.0,Rejected,0,0.0
APP0027120,2026-05-27,AG0114,LOC048,P4,28800.0,Approved,1,20800.0
APP0027121,2026-05-27,AG0114,LOC048,P3,61100.0,Approved,1,55300.0
APP0027122,2026-05-30,AG0114,LOC048,P4,29700.0,Rejected,0,0.0
APP0027123,2026-05-31,AG0114,LOC048,P3,46300.0,Approved,1,39600.0
APP0027124,2026-06-01,AG0114,LOC048,P3,33100.0,Approved,1,32300.0
APP0027125,2026-06-03,AG0114,LOC048,P3,72300.0,Rejected,0,0.0
APP0027126,2026-06-07,AG0114,LOC048,P4,18200.0,Rejected,0,0.0
APP0027127,2026-06-08,AG0114,LOC048,P3,47600.0,Rejected,0,0.0
APP0027128,2026-06-09,AG0114,LOC048,P3,48900.0,Rejected,0,0.0
APP0027129,2026-06-12,AG0114,LOC048,P2,28900.0,Rejected,0,0.0
APP0027130,2026-06-13,AG0114,LOC048,P3,29900.0,Rejected,0,0.0
APP0027131,2026-06-13,AG0114,LOC048,P3,48700.0,Rejected,0,0.0
APP0027132,2026-06-14,AG0114,LOC048,P2,29600.0,Approved,1,25600.0
APP0027133,2026-06-14,AG0114,LOC048,P3,58400.0,Approved,1,50400.0
APP0027134,2026-06-15,AG0114,LOC048,P3,55600.0,Rejected,0,0.0
APP0027135,2026-06-16,AG0114,LOC048,P3,48100.0,Approved,1,43500.0
APP0027136,2026-06-17,AG0114,LOC048,P3,41700.0,Rejected,0,0.0
APP0027137,2026-06-22,AG0114,LOC048,P3,33500.0,Approved,1,28800.0
APP0027138,2026-06-22,AG0114,LOC048,P3,36500.0,Rejected,0,0.0
APP0027139,2026-06-22,AG0114,LOC048,P3,32800.0,Approved,1,32400.0
APP0027140,2026-06-24,AG0114,LOC048,P3,23300.0,Approved,1,22800.0
APP0027141,2026-06-25,AG0114,LOC048,P3,28100.0,Rejected,0,0.0
APP0027142,2026-06-27,AG0114,LOC048,P2,27600.0,Approved,1,23700.0
APP0027143,2026-06-28,AG0114,LOC048,P3,56700.0,Approved,1,42500.0
APP0027144,2026-06-29,AG0114,LOC048,P4,30800.0,Approved,1,26900.0
APP0027145,2026-01-03,AG0115,LOC048,P2,38900.0,Approved,1,36000.0
APP0027146,2026-01-03,AG0115,LOC048,P3,31800.0,Approved,1,30600.0
APP0027147,2026-01-04,AG0115,LOC048,P3,46900.0,Approved,1,41400.0
APP0027148,2026-01-04,AG0115,LOC048,P2,39300.0,Rejected,0,0.0
APP0027149,2026-01-08,AG0115,LOC048,P2,15500.0,Approved,1,13500.0
APP0027150,2026-01-08,AG0115,LOC048,P3,43400.0,Rejected,0,0.0
APP0027151,2026-01-10,AG0115,LOC048,P3,37800.0,Rejected,0,0.0
APP0027152,2026-01-11,AG0115,LOC048,P3,36400.0,Rejected,0,0.0
APP0027153,2026-01-12,AG0115,LOC048,P3,33300.0,Approved,1,30900.0
APP0027154,2026-01-13,AG0115,LOC048,P3,54600.0,Approved,0,0.0
APP0027155,2026-01-14,AG0115,LOC048,P3,34700.0,Approved,1,25700.0
APP0027156,2026-01-14,AG0115,LOC048,P2,31300.0,Approved,1,29500.0
APP0027157,2026-01-18,AG0115,LOC048,P3,86600.0,Approved,1,85700.0
APP0027158,2026-01-21,AG0115,LOC048,P3,52600.0,Rejected,0,0.0
APP0027159,2026-01-21,AG0115,LOC048,P3,61600.0,Approved,1,54000.0
APP0027160,2026-01-21,AG0115,LOC048,P3,73100.0,Approved,0,0.0
APP0027161,2026-01-22,AG0115,LOC048,P3,46800.0,Rejected,0,0.0
APP0027162,2026-01-22,AG0115,LOC048,P3,37100.0,Approved,1,27700.0
APP0027163,2026-01-24,AG0115,LOC048,P3,60200.0,Rejected,0,0.0
APP0027164,2026-01-31,AG0115,LOC048,P3,107300.0,Rejected,0,0.0
APP0027165,2026-02-01,AG0115,LOC048,P3,51700.0,Approved,1,46600.0
APP0027166,2026-02-02,AG0115,LOC048,P2,21500.0,Approved,1,15900.0
APP0027167,2026-02-04,AG0115,LOC048,P3,24200.0,Approved,1,21700.0
APP0027168,2026-02-04,AG0115,LOC048,P3,54200.0,Rejected,0,0.0
APP0027169,2026-02-05,AG0115,LOC048,P3,33200.0,Approved,1,33100.0
APP0027170,2026-02-05,AG0115,LOC048,P3,47500.0,Rejected,0,0.0
APP0027171,2026-02-08,AG0115,LOC048,P4,33000.0,Approved,1,23400.0
APP0027172,2026-02-09,AG0115,LOC048,P3,47500.0,Approved,1,47400.0
APP0027173,2026-02-11,AG0115,LOC048,P2,35400.0,Approved,0,0.0
APP0027174,2026-02-11,AG0115,LOC048,P3,55500.0,Approved,1,41000.0
APP0027175,2026-02-14,AG0115,LOC048,P3,34200.0,Rejected,0,0.0
APP0027176,2026-02-15,AG0115,LOC048,P3,33000.0,Rejected,0,0.0
APP0027177,2026-02-16,AG0115,LOC048,P3,36100.0,Rejected,0,0.0
APP0027178,2026-02-16,AG0115,LOC048,P3,79500.0,Approved,1,76300.0
APP0027179,2026-02-18,AG0115,LOC048,P3,45400.0,Approved,1,38500.0
APP0027180,2026-02-20,AG0115,LOC048,P2,41300.0,Approved,1,33300.0
APP0027181,2026-02-22,AG0115,LOC048,P3,46000.0,Rejected,0,0.0
APP0027182,2026-02-22,AG0115,LOC048,P1,14600.0,Approved,1,14100.0
APP0027183,2026-02-23,AG0115,LOC048,P3,68600.0,Approved,1,58200.0
APP0027184,2026-02-23,AG0115,LOC048,P3,61000.0,Approved,1,54100.0
APP0027185,2026-02-25,AG0115,LOC048,P4,19700.0,Rejected,0,0.0
APP0027186,2026-02-26,AG0115,LOC048,P2,17900.0,Rejected,0,0.0
APP0027187,2026-02-28,AG0115,LOC048,P2,36900.0,Approved,1,30000.0
APP0027188,2026-03-01,AG0115,LOC048,P3,49400.0,Rejected,0,0.0
APP0027189,2026-03-03,AG0115,LOC048,P3,51700.0,Approved,1,47900.0
APP0027190,2026-03-04,AG0115,LOC048,P4,24800.0,Approved,1,17600.0
APP0027191,2026-03-05,AG0115,LOC048,P3,33700.0,Approved,1,26300.0
APP0027192,2026-03-07,AG0115,LOC048,P3,53000.0,Approved,1,48100.0
APP0027193,2026-03-08,AG0115,LOC048,P3,35500.0,Approved,1,31500.0
APP0027194,2026-03-08,AG0115,LOC048,P3,38200.0,Rejected,0,0.0
APP0027195,2026-03-11,AG0115,LOC048,P1,11300.0,Approved,1,10400.0
APP0027196,2026-03-11,AG0115,LOC048,P2,24600.0,Approved,1,18400.0
APP0027197,2026-03-11,AG0115,LOC048,P3,39000.0,Approved,1,27600.0
APP0027198,2026-03-12,AG0115,LOC048,P3,30300.0,Rejected,0,0.0
APP0027199,2026-03-14,AG0115,LOC048,P3,43100.0,Rejected,0,0.0
APP0027200,2026-03-14,AG0115,LOC048,P3,21000.0,Rejected,0,0.0
APP0027201,2026-03-16,AG0115,LOC048,P3,39000.0,Rejected,0,0.0
APP0027202,2026-03-18,AG0115,LOC048,P2,20100.0,Rejected,0,0.0
APP0027203,2026-03-19,AG0115,LOC048,P3,61600.0,Approved,1,49300.0
APP0027204,2026-03-19,AG0115,LOC048,P4,31200.0,Rejected,0,0.0
APP0027205,2026-03-19,AG0115,LOC048,P3,28100.0,Rejected,0,0.0
APP0027206,2026-03-20,AG0115,LOC048,P3,39900.0,Approved,1,29300.0
APP0027207,2026-03-21,AG0115,LOC048,P3,29900.0,Approved,1,23400.0
APP0027208,2026-03-23,AG0115,LOC048,P3,47500.0,Approved,1,37000.0
APP0027209,2026-03-25,AG0115,LOC048,P3,60400.0,Approved,1,55300.0
APP0027210,2026-03-26,AG0115,LOC048,P3,53700.0,Rejected,0,0.0
APP0027211,2026-03-26,AG0115,LOC048,P3,56300.0,Approved,1,40700.0
APP0027212,2026-03-27,AG0115,LOC048,P3,63300.0,Approved,1,53400.0
APP0027213,2026-03-29,AG0115,LOC048,P3,48400.0,Approved,1,48000.0
APP0027214,2026-03-31,AG0115,LOC048,P3,66000.0,Approved,0,0.0
APP0027215,2026-04-03,AG0115,LOC048,P4,18800.0,Rejected,0,0.0
APP0027216,2026-04-03,AG0115,LOC048,P3,71600.0,Rejected,0,0.0
APP0027217,2026-04-04,AG0115,LOC048,P3,41300.0,Approved,1,29500.0
APP0027218,2026-04-05,AG0115,LOC048,P3,49300.0,Approved,0,0.0
APP0027219,2026-04-07,AG0115,LOC048,P3,30600.0,Approved,1,27500.0
APP0027220,2026-04-07,AG0115,LOC048,P3,33700.0,Rejected,0,0.0
APP0027221,2026-04-09,AG0115,LOC048,P3,30900.0,Rejected,0,0.0
APP0027222,2026-04-11,AG0115,LOC048,P3,40700.0,Approved,1,30000.0
APP0027223,2026-04-13,AG0115,LOC048,P3,60300.0,Rejected,0,0.0
APP0027224,2026-04-13,AG0115,LOC048,P3,26900.0,Approved,0,0.0
APP0027225,2026-04-14,AG0115,LOC048,P2,35300.0,Approved,1,32200.0
APP0027226,2026-04-15,AG0115,LOC048,P3,67000.0,Approved,1,58500.0
APP0027227,2026-04-18,AG0115,LOC048,P3,41300.0,Approved,0,0.0
APP0027228,2026-04-18,AG0115,LOC048,P2,25300.0,Approved,1,24600.0
APP0027229,2026-04-19,AG0115,LOC048,P3,50500.0,Rejected,0,0.0
APP0027230,2026-04-19,AG0115,LOC048,P4,48200.0,Approved,1,39100.0
APP0027231,2026-04-19,AG0115,LOC048,P3,23100.0,Rejected,0,0.0
APP0027232,2026-04-20,AG0115,LOC048,P3,31500.0,Rejected,0,0.0
APP0027233,2026-04-21,AG0115,LOC048,P2,28000.0,Approved,1,24600.0
APP0027234,2026-04-22,AG0115,LOC048,P3,42200.0,Rejected,0,0.0
APP0027235,2026-04-22,AG0115,LOC048,P2,25100.0,Rejected,0,0.0
APP0027236,2026-04-22,AG0115,LOC048,P3,55100.0,Approved,1,52800.0
APP0027237,2026-04-22,AG0115,LOC048,P2,34100.0,Rejected,0,0.0
APP0027238,2026-04-24,AG0115,LOC048,P3,29900.0,Rejected,0,0.0
APP0027239,2026-04-24,AG0115,LOC048,P3,33700.0,Approved,1,29600.0
APP0027240,2026-04-24,AG0115,LOC048,P3,66000.0,Approved,1,47200.0
APP0027241,2026-04-26,AG0115,LOC048,P3,89700.0,Rejected,0,0.0
APP0027242,2026-04-27,AG0115,LOC048,P1,14800.0,Approved,1,11400.0
APP0027243,2026-04-29,AG0115,LOC048,P3,43100.0,Approved,1,34000.0
APP0027244,2026-04-30,AG0115,LOC048,P3,44000.0,Approved,1,42900.0
APP0027245,2026-05-03,AG0115,LOC048,P3,38600.0,Approved,1,32400.0
APP0027246,2026-05-08,AG0115,LOC048,P3,57000.0,Rejected,0,0.0
APP0027247,2026-05-08,AG0115,LOC048,P2,33100.0,Approved,0,0.0
APP0027248,2026-05-10,AG0115,LOC048,P3,68100.0,Approved,1,58800.0
APP0027249,2026-05-11,AG0115,LOC048,P3,75200.0,Approved,1,53800.0
APP0027250,2026-05-11,AG0115,LOC048,P3,66600.0,Approved,1,50600.0
APP0027251,2026-05-12,AG0115,LOC048,P3,25700.0,Approved,1,21500.0
APP0027252,2026-05-13,AG0115,LOC048,P3,67500.0,Approved,0,0.0
APP0027253,2026-05-13,AG0115,LOC048,P3,43900.0,Approved,0,0.0
APP0027254,2026-05-14,AG0115,LOC048,P3,65500.0,Approved,1,63200.0
APP0027255,2026-05-14,AG0115,LOC048,P3,39400.0,Approved,1,29500.0
APP0027256,2026-05-14,AG0115,LOC048,P3,56600.0,Rejected,0,0.0
APP0027257,2026-05-15,AG0115,LOC048,P3,36300.0,Approved,1,28500.0
APP0027258,2026-05-20,AG0115,LOC048,P3,49300.0,Rejected,0,0.0
APP0027259,2026-05-21,AG0115,LOC048,P3,45600.0,Rejected,0,0.0
APP0027260,2026-05-22,AG0115,LOC048,P3,41200.0,Rejected,0,0.0
APP0027261,2026-05-23,AG0115,LOC048,P3,25900.0,Approved,1,23100.0
APP0027262,2026-05-23,AG0115,LOC048,P3,44300.0,Rejected,0,0.0
APP0027263,2026-05-23,AG0115,LOC048,P3,61100.0,Approved,1,49200.0
APP0027264,2026-05-24,AG0115,LOC048,P3,38000.0,Rejected,0,0.0
APP0027265,2026-05-27,AG0115,LOC048,P3,61900.0,Rejected,0,0.0
APP0027266,2026-05-28,AG0115,LOC048,P2,35600.0,Rejected,0,0.0
APP0027267,2026-05-28,AG0115,LOC048,P3,66500.0,Approved,1,57200.0
APP0027268,2026-06-02,AG0115,LOC048,P3,61700.0,Rejected,0,0.0
APP0027269,2026-06-06,AG0115,LOC048,P2,19200.0,Approved,1,16200.0
APP0027270,2026-06-07,AG0115,LOC048,P3,65800.0,Approved,1,58400.0
APP0027271,2026-06-08,AG0115,LOC048,P3,59500.0,Approved,1,51700.0
APP0027272,2026-06-08,AG0115,LOC048,P3,44600.0,Rejected,0,0.0
APP0027273,2026-06-08,AG0115,LOC048,P3,66700.0,Approved,1,63000.0
APP0027274,2026-06-10,AG0115,LOC048,P4,18800.0,Approved,1,18800.0
APP0027275,2026-06-13,AG0115,LOC048,P3,99300.0,Approved,1,93300.0
APP0027276,2026-06-14,AG0115,LOC048,P3,36200.0,Rejected,0,0.0
APP0027277,2026-06-18,AG0115,LOC048,P3,27800.0,Approved,1,20200.0
APP0027278,2026-06-21,AG0115,LOC048,P2,28600.0,Rejected,0,0.0
APP0027279,2026-06-22,AG0115,LOC048,P3,59100.0,Approved,1,49600.0
APP0027280,2026-06-22,AG0115,LOC048,P3,63700.0,Approved,1,58900.0
APP0027281,2026-06-23,AG0115,LOC048,P3,77100.0,Approved,1,76900.0
APP0027282,2026-06-24,AG0115,LOC048,P3,37900.0,Rejected,0,0.0
APP0027283,2026-06-26,AG0115,LOC048,P1,21300.0,Rejected,0,0.0
APP0027284,2026-06-27,AG0115,LOC048,P2,30700.0,Approved,0,0.0
APP0027285,2026-06-28,AG0115,LOC048,P3,44000.0,Rejected,0,0.0
APP0027286,2026-06-28,AG0115,LOC048,P3,41800.0,Approved,1,34600.0
APP0027287,2026-06-30,AG0115,LOC048,P3,86500.0,Approved,1,64300.0
APP0027288,2026-02-18,AG0116,LOC049,P1,16000.0,Approved,1,14400.0
APP0027289,2026-02-21,AG0116,LOC049,P2,30500.0,Rejected,0,0.0
APP0027290,2026-02-21,AG0116,LOC049,P2,32900.0,Rejected,0,0.0
APP0027291,2026-02-28,AG0116,LOC049,P1,21000.0,Approved,1,14800.0
APP0027292,2026-02-28,AG0116,LOC049,P1,10300.0,Approved,1,9600.0
APP0027293,2026-03-01,AG0116,LOC049,P1,15700.0,Rejected,0,0.0
APP0027294,2026-03-01,AG0116,LOC049,P2,26700.0,Rejected,0,0.0
APP0027295,2026-03-05,AG0116,LOC049,P4,25300.0,Approved,1,22900.0
APP0027296,2026-03-06,AG0116,LOC049,P1,16000.0,Rejected,0,0.0
APP0027297,2026-03-07,AG0116,LOC049,P2,35100.0,Approved,1,32700.0
APP0027298,2026-03-11,AG0116,LOC049,P2,22700.0,Rejected,0,0.0
APP0027299,2026-03-11,AG0116,LOC049,P4,35700.0,Approved,1,31400.0
APP0027300,2026-03-13,AG0116,LOC049,P2,22400.0,Rejected,0,0.0
APP0027301,2026-03-20,AG0116,LOC049,P3,52800.0,Approved,1,43800.0
APP0027302,2026-03-21,AG0116,LOC049,P1,10700.0,Approved,1,7700.0
APP0027303,2026-03-22,AG0116,LOC049,P1,14600.0,Rejected,0,0.0
APP0027304,2026-03-27,AG0116,LOC049,P2,33500.0,Approved,1,28000.0
APP0027305,2026-03-28,AG0116,LOC049,P1,11400.0,Approved,1,10500.0
APP0027306,2026-04-01,AG0116,LOC049,P3,50800.0,Approved,1,49600.0
APP0027307,2026-04-12,AG0116,LOC049,P1,14500.0,Approved,1,13600.0
APP0027308,2026-04-13,AG0116,LOC049,P1,10900.0,Rejected,0,0.0
APP0027309,2026-04-13,AG0116,LOC049,P1,25200.0,Approved,1,24000.0
APP0027310,2026-04-14,AG0116,LOC049,P4,26600.0,Rejected,0,0.0
APP0027311,2026-04-14,AG0116,LOC049,P1,22900.0,Rejected,0,0.0
APP0027312,2026-04-19,AG0116,LOC049,P1,15400.0,Rejected,0,0.0
APP0027313,2026-04-22,AG0116,LOC049,P2,24300.0,Approved,1,17900.0
APP0027314,2026-04-22,AG0116,LOC049,P1,30000.0,Rejected,0,0.0
APP0027315,2026-04-26,AG0116,LOC049,P2,30600.0,Approved,0,0.0
APP0027316,2026-04-29,AG0116,LOC049,P1,24200.0,Rejected,0,0.0
APP0027317,2026-05-01,AG0116,LOC049,P1,26200.0,Rejected,0,0.0
APP0027318,2026-05-02,AG0116,LOC049,P1,15400.0,Rejected,0,0.0
APP0027319,2026-05-04,AG0116,LOC049,P1,23400.0,Rejected,0,0.0
APP0027320,2026-05-04,AG0116,LOC049,P4,23700.0,Rejected,0,0.0
APP0027321,2026-05-04,AG0116,LOC049,P1,12200.0,Rejected,0,0.0
APP0027322,2026-05-05,AG0116,LOC049,P1,26800.0,Rejected,0,0.0
APP0027323,2026-05-05,AG0116,LOC049,P1,16700.0,Approved,1,15000.0
APP0027324,2026-05-08,AG0116,LOC049,P2,23700.0,Rejected,0,0.0
APP0027325,2026-05-11,AG0116,LOC049,P2,35100.0,Approved,1,35000.0
APP0027326,2026-05-12,AG0116,LOC049,P4,29900.0,Approved,1,27200.0
APP0027327,2026-05-13,AG0116,LOC049,P2,29600.0,Rejected,0,0.0
APP0027328,2026-05-14,AG0116,LOC049,P1,23700.0,Approved,1,17800.0
APP0027329,2026-05-16,AG0116,LOC049,P1,19400.0,Rejected,0,0.0
APP0027330,2026-05-18,AG0116,LOC049,P2,30400.0,Approved,1,25400.0
APP0027331,2026-05-20,AG0116,LOC049,P1,28700.0,Approved,1,26600.0
APP0027332,2026-05-23,AG0116,LOC049,P1,13000.0,Rejected,0,0.0
APP0027333,2026-05-23,AG0116,LOC049,P2,26300.0,Rejected,0,0.0
APP0027334,2026-05-25,AG0116,LOC049,P1,10800.0,Approved,1,8800.0
APP0027335,2026-05-26,AG0116,LOC049,P1,21100.0,Rejected,0,0.0
APP0027336,2026-05-30,AG0116,LOC049,P1,12900.0,Approved,1,11100.0
APP0027337,2026-05-30,AG0116,LOC049,P2,34300.0,Rejected,0,0.0
APP0027338,2026-05-31,AG0116,LOC049,P2,37800.0,Approved,1,31400.0
APP0027339,2026-06-04,AG0116,LOC049,P2,36500.0,Rejected,0,0.0
APP0027340,2026-06-06,AG0116,LOC049,P2,35900.0,Approved,1,35500.0
APP0027341,2026-06-06,AG0116,LOC049,P1,32600.0,Rejected,0,0.0
APP0027342,2026-06-06,AG0116,LOC049,P1,17100.0,Approved,1,14200.0
APP0027343,2026-06-08,AG0116,LOC049,P4,24200.0,Approved,1,17200.0
APP0027344,2026-06-10,AG0116,LOC049,P1,14200.0,Rejected,0,0.0
APP0027345,2026-06-12,AG0116,LOC049,P1,16500.0,Rejected,0,0.0
APP0027346,2026-06-16,AG0116,LOC049,P4,31000.0,Rejected,0,0.0
APP0027347,2026-06-17,AG0116,LOC049,P1,11200.0,Approved,1,9100.0
APP0027348,2026-06-18,AG0116,LOC049,P1,20500.0,Approved,1,16300.0
APP0027349,2026-06-19,AG0116,LOC049,P1,16100.0,Approved,1,15100.0
APP0027350,2026-06-20,AG0116,LOC049,P1,30900.0,Approved,1,25300.0
APP0027351,2026-06-21,AG0116,LOC049,P1,12100.0,Approved,1,12000.0
APP0027352,2026-06-25,AG0116,LOC049,P1,10400.0,Rejected,0,0.0
APP0027353,2026-06-27,AG0116,LOC049,P1,19700.0,Approved,1,19300.0
APP0027354,2026-06-30,AG0116,LOC049,P1,33600.0,Approved,1,33000.0
APP0027355,2026-01-03,AG0117,LOC049,P3,33900.0,Approved,1,29900.0
APP0027356,2026-01-04,AG0117,LOC049,P4,39500.0,Approved,1,32800.0
APP0027357,2026-01-10,AG0117,LOC049,P1,9200.0,Approved,1,7500.0
APP0027358,2026-01-10,AG0117,LOC049,P1,13700.0,Approved,1,11300.0
APP0027359,2026-01-11,AG0117,LOC049,P1,21300.0,Rejected,0,0.0
APP0027360,2026-01-12,AG0117,LOC049,P1,32500.0,Approved,1,29800.0
APP0027361,2026-01-13,AG0117,LOC049,P4,19400.0,Approved,1,13700.0
APP0027362,2026-01-13,AG0117,LOC049,P1,15200.0,Approved,1,14000.0
APP0027363,2026-01-16,AG0117,LOC049,P2,51400.0,Approved,1,44100.0
APP0027364,2026-01-16,AG0117,LOC049,P2,43100.0,Approved,0,0.0
APP0027365,2026-01-17,AG0117,LOC049,P2,25600.0,Rejected,0,0.0
APP0027366,2026-01-17,AG0117,LOC049,P4,26400.0,Rejected,0,0.0
APP0027367,2026-01-18,AG0117,LOC049,P1,10500.0,Approved,1,10200.0
APP0027368,2026-01-25,AG0117,LOC049,P2,36200.0,Approved,1,27900.0
APP0027369,2026-01-27,AG0117,LOC049,P1,16700.0,Rejected,0,0.0
APP0027370,2026-01-28,AG0117,LOC049,P1,25100.0,Approved,1,17900.0
APP0027371,2026-01-29,AG0117,LOC049,P4,31500.0,Approved,1,29100.0
APP0027372,2026-01-29,AG0117,LOC049,P1,8200.0,Approved,1,7600.0
APP0027373,2026-01-29,AG0117,LOC049,P2,35500.0,Rejected,0,0.0
APP0027374,2026-02-01,AG0117,LOC049,P4,12000.0,Approved,1,10700.0
APP0027375,2026-02-01,AG0117,LOC049,P1,18200.0,Approved,1,15000.0
APP0027376,2026-02-02,AG0117,LOC049,P1,8800.0,Approved,1,7100.0
APP0027377,2026-02-03,AG0117,LOC049,P1,10800.0,Rejected,0,0.0
APP0027378,2026-02-06,AG0117,LOC049,P2,43200.0,Approved,1,33500.0
APP0027379,2026-02-08,AG0117,LOC049,P2,67500.0,Rejected,0,0.0
APP0027380,2026-02-09,AG0117,LOC049,P1,12800.0,Approved,1,10500.0
APP0027381,2026-02-09,AG0117,LOC049,P2,30600.0,Approved,1,29400.0
APP0027382,2026-02-10,AG0117,LOC049,P4,28000.0,Rejected,0,0.0
APP0027383,2026-02-10,AG0117,LOC049,P2,38300.0,Approved,1,34700.0
APP0027384,2026-02-13,AG0117,LOC049,P1,10200.0,Approved,1,8400.0
APP0027385,2026-02-14,AG0117,LOC049,P1,31700.0,Approved,1,26800.0
APP0027386,2026-02-14,AG0117,LOC049,P1,13400.0,Approved,1,11000.0
APP0027387,2026-02-17,AG0117,LOC049,P1,18900.0,Approved,1,18000.0
APP0027388,2026-02-18,AG0117,LOC049,P1,11500.0,Rejected,0,0.0
APP0027389,2026-02-18,AG0117,LOC049,P4,20300.0,Approved,1,18600.0
APP0027390,2026-02-18,AG0117,LOC049,P1,20000.0,Approved,1,14100.0
APP0027391,2026-02-24,AG0117,LOC049,P2,30600.0,Approved,1,27600.0
APP0027392,2026-02-24,AG0117,LOC049,P4,23500.0,Approved,1,17700.0
APP0027393,2026-02-25,AG0117,LOC049,P3,61100.0,Approved,0,0.0
APP0027394,2026-02-25,AG0117,LOC049,P2,31800.0,Rejected,0,0.0
APP0027395,2026-02-28,AG0117,LOC049,P4,20300.0,Rejected,0,0.0
APP0027396,2026-03-01,AG0117,LOC049,P2,25300.0,Rejected,0,0.0
APP0027397,2026-03-03,AG0117,LOC049,P4,29400.0,Approved,1,27700.0
APP0027398,2026-03-03,AG0117,LOC049,P3,63000.0,Rejected,0,0.0
APP0027399,2026-03-04,AG0117,LOC049,P1,30200.0,Approved,1,25700.0
APP0027400,2026-03-05,AG0117,LOC049,P1,19800.0,Rejected,0,0.0
APP0027401,2026-03-08,AG0117,LOC049,P2,30800.0,Rejected,0,0.0
APP0027402,2026-03-10,AG0117,LOC049,P4,19700.0,Rejected,0,0.0
APP0027403,2026-03-13,AG0117,LOC049,P1,13700.0,Rejected,0,0.0
